"x","y"
1145.5203872174,913.873611087911
947.518592700362,1009.4406608725
-719.597018323839,39.6738654701039
-561.305071227252,547.664518724196
930.794334039092,496.694527566433
714.747135527432,398.602411546744
144.354162737727,1016.41111054923
1318.47441382706,223.161537176929
1459.32542812079,795.93937501777
577.200672589242,38.701909291558
1571.52830809355,166.797779384069
913.584186695516,0.839424831792712
940.564190968871,545.078565110452
-558.559942059219,636.072609364055
617.530887946486,129.062166949734
935.365005396307,1439.69247147907
1491.00643582642,745.245670201257
-1558.75330790877,43.6627896968275
-1331.16609789431,1091.33481290191
413.757133297622,658.978253277019
541.848483495414,770.514231966808
279.261577874422,40.6642839079723
-1473.90287462622,658.691879664548
1251.45638268441,1087.62994757853
-780.675231479108,1344.53953772318
-1096.78245522082,142.124015139416
691.500716842711,744.49999385979
-652.048814110458,427.999033010565
509.648281149566,274.070367054082
-297.999875620008,134.07805969473
424.655959941447,1268.19985283073
783.907732926309,385.580656351522
-1160.48847977072,1563.89455948956
-632.564214989543,135.767004545778
-351.027549244463,212.926926882938
572.508879005909,601.593098812737
-177.147557958961,348.699334659614
-794.714910909534,61.3424129318446
-891.664957627654,1447.51672702841
1391.83169323951,122.071707388386
-1050.94995070249,1008.76122289337
-804.096104577184,1325.65273866057
-1246.00141774863,1310.57016088162
192.375665530562,1034.26094248425
-601.164165884256,387.629901431501
-685.502684675157,1159.93581998628
-508.991120383143,546.378407278098
-1170.27963604778,89.4984931917861
-716.703533194959,621.607346064411
-1131.696915254,529.618341033347
-940.719901584089,509.980481397361
-1286.89512424171,641.259557846934
-510.357213206589,80.1991275046021
1063.73566295952,156.689167162403
597.332985140383,468.682402186096
1185.36463752389,647.699344623834
-1300.68812891841,138.068494736217
346.892636269331,0.103715038858354
-495.627891272306,241.492180270143
54.6193066984415,754.37403160613
-448.191583156586,65.8642296679318
532.914663664997,529.690040810965
231.971673667431,133.076485292986
-830.221694894135,520.622742525302
764.228459447622,412.5868573552
-402.937804348767,470.472700265236
265.384011901915,654.674325161614
728.678810410202,322.222898853943
803.502994589508,770.34807598684
1402.94078644365,793.378407042474
985.030519776046,498.725528875366
-1301.09558720142,462.223756150343
882.268737070262,1115.11007735971
-838.988978415728,1063.65889704321
1061.73570174724,1246.94154125173
-1129.7518927604,737.928206124343
-442.108915187418,49.5123636443168
-1012.78162840754,1515.08951443247
663.717954419553,307.216649875045
645.19948977977,474.750572862104
503.728715702891,40.0385168613866
-1101.19559895247,719.119431916624
-770.585434511304,771.173055260442
-1169.21736858785,1013.66438914556
877.159251831472,89.7197766928002
-702.844176441431,450.98597118631
466.139018535614,160.792004526593
372.402051463723,127.379219047725
-902.777364477515,730.205953330733
-650.760285556316,252.928501018323
-1053.06800827384,10.1363491499797
377.449296414852,361.278010276146
-179.003087803721,121.784382243641
-1382.7899787575,725.670211133547
-1528.28182931989,290.936243766919
-728.151427581906,1234.37685957178
-1355.20749539137,741.785087040626
-742.817549966276,198.174050683156
859.823207370937,396.131908404641
1136.27572450787,576.367628318258
1458.6449675262,1664.31660836097
-1260.17281040549,872.400073125027
239.696878939867,39.4524117698893
-914.655574597418,173.712042742409
110.726886428893,150.83150123246
-397.430381737649,587.748333904892
969.71020847559,31.2215689336881
822.143760509789,179.548020940274
-199.911841191351,340.277823596261
353.501315228641,194.547899323516
-662.355543114245,1268.47470712382
828.70086748153,1528.71246743016
840.732112526894,1120.52777756471
-931.399277411401,1440.52748735994
1326.31832920015,1339.6418863209
-782.362267374992,483.566179382615
-431.527868844569,712.242369353771
1002.21191439778,33.0234449123964
1223.96523412317,371.117727551609
305.099007673562,812.839417438954
-505.818034522235,1293.17806307226
-826.205156743526,129.617122421041
