"x","y"
-905.002820305526,564.459788496606
-405.541292391717,143.266197433695
865.156706422567,1671.02391740773
-655.941380187869,688.134060287848
-852.882942184806,1058.24170862325
1054.30497415364,257.565039931796
1071.73414994031,1065.13767160941
-878.510549664497,521.647739107721
-728.949571959674,99.0928065730259
-1143.648811616,204.093540483154
1569.24340967089,663.447700510733
419.126550666988,1078.24730500579
106.204540468752,107.385709183291
1189.69212472439,389.398852572776
-567.688457667828,350.874468963593
-863.78285009414,160.455052857287
1046.24908044934,703.649562690407
-683.693811297417,522.857848694548
-542.421849444509,606.073063169606
-171.08460702002,62.6077414723113
-1394.29069217294,1496.85024139471
-988.097079098225,317.022351454943
316.644720733166,81.9765783147886
1141.32519811392,878.795192507096
-559.908807277679,791.535192448646
1130.15815615654,473.914074664935
-809.178060851991,969.275618717074
296.591944992542,788.050640490837
544.275715015829,103.948349109851
-447.251862846315,1174.15958368219
-1347.45072200894,311.407500808127
-389.60522133857,263.804750819691
983.049670234323,652.918335678987
-1556.15076422691,1141.80424187798
-199.766929261386,1440.11632171459
-796.94517981261,50.3407556097955
1030.98876588047,239.777002972551
908.192752860487,731.555526517332
-870.372973382473,1192.39640783053
1519.38425283879,679.400302562863
576.741705648601,1305.87769213598
-909.193517640233,793.009361741133
-287.609467282891,151.661230647005
-1142.35363155603,833.194585563615
517.777643166482,1395.39242272731
-629.878385923803,256.460109888576
353.460421785712,943.14476645086
-443.396504037082,585.255493107252
-692.737352102995,91.2056897301227
-776.414324529469,915.793596208096
306.019675917923,9.79844080284238
520.401757210493,1442.59975643363
385.961927473545,819.675197196193
129.402684979141,58.4117160877213
-802.358146756887,765.256881574169
1070.85594441742,292.275210772641
-1117.4473753199,960.670770262368
-607.865300029516,258.519761660136
859.769968315959,233.018018677831
-716.593433171511,135.186586086638
-775.508156977594,179.173262882978
-863.352700136602,1268.17080813926
1564.30181767792,1568.34664482158
214.948583394289,580.153762572445
-1453.29047739506,432.437791745178
815.140807069838,1145.86564840283
-582.816753536463,806.993486941792
893.590768799186,248.270735889673
-197.006855159998,1017.73053512443
-1445.51561865956,341.408408200368
574.315411038697,36.2582956440747
-1305.64046185464,1014.16191465687
-1009.14491154253,599.497322854586
422.626720741391,229.327553790063
-250.331923365593,902.711377944797
-687.100565060973,109.121448127553
-679.003050550818,36.8239701027051
1287.56067156792,703.979572607204
1503.49329505116,1687.68144298811
1479.23703305423,41.9853609986603
-1229.37081661075,601.888102316298
840.123143047094,525.389818684198
-648.502244614065,57.5293777044863
396.952164359391,838.105921377428
876.808552071452,535.352158546448
-824.202662333846,1465.75777449179
-1202.72902492434,508.557302993722
-576.832670718431,104.751894366927
-1141.24279096723,1684.09522827715
1065.79327490181,1013.05317096412
1542.28466562927,148.649248247966
-708.487483672798,67.3763886094093
352.989207021892,1024.40015969332
-616.272970102727,813.223784230649
-824.302316643298,887.231337931007
723.205445334315,1441.14127000794
311.547335237265,43.528084945865
-356.344507075846,236.468219291419
-556.767717935145,297.704348759726
-987.965553067625,804.332429170609
-639.221834018826,253.090504137799
-551.436841487885,384.729219414294
586.514320224524,413.502631569281
-1523.03310390562,204.724260326475
1166.86153691262,47.1140649402514
-1435.78551523387,821.55497809872
-255.853741429746,554.948703711852
